keywords,segments,visit count
"['ùˆø', 'ùˆ']",['maleSegment'],156
['کنی'],['femaleSegment'],296
"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",365
"['مجلسی', 'خوشمزه', 'طرز']",['femaleSegment'],975
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],193
"['خودرو', 'خودرو بانک']","['khanevadehvakhanedari', 'salamat']",175
"['عادل', 'دین']",['femaleSegment'],881
"['سفید', 'سیاه', 'آتش', 'العاده']",['femaleSegment'],561
"['انفجار', 'دریای', 'تکذیب', 'دریا']",['maleSegment'],640
"['عادل', 'دین']",['femaleSegment'],811
"['کشیده', 'قد', 'سینه', 'پا']",['femaleSegment'],834
"['غمگین', 'واتساپ', 'کلیپ', 'وضعیت']",['femaleSegment'],762
['نصب'],['maleSegment'],30
"['بگو', 'آهنگ']",['femaleSegment'],10
"['آوا مووی', 'مووی دانلود', 'فیلم', 'آوا']",['maleSegment'],444
"['عروسک', 'روسی', 'ساخت']",['maleSegment'],469
"['پرسپولیس', 'بشار']",['maleSegment'],662
"['شاد', 'ازدواج', 'سالگرد', 'مناسبت']",['femaleSegment'],5
"['مهدی', 'آهنگ']","['javan', 'moosighi']",748
"['نی', 'تبادل نظرهای', 'نظرهای', 'تبادل', 'نی سایت', 'نی نی']",['femaleSegment'],997
"['دانلود نرم', 'ویندوز', 'نرم افزار', 'افزار', 'نرم', 'نسخه']",['maleSegment'],392
['بند'],"['salamat', 'laghari']",113
"['سایت ایمیل', 'ایمیل', 'سایت', 'نی']",['femaleSegment'],699
"['نفس', 'روح', 'دلم', 'قانون', 'الله']","['konkoor', 'femaleSegment']",544
"['بازیکنان', 'تیم', 'فجر']",['maleSegment'],843
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],988
"['سامسونگ', 'گوشی', 'قیمت گوشی']",['femaleSegment'],195
"['سند', 'ملک', 'آپارتمان', 'هزینه', 'محاسبه']",['maleSegment'],298
"['علی', 'دانلود', 'دانلود آهنگ', 'آهنگ', 'تکست', 'دانلود اهنگ']","['javan', 'moosighi']",630
"['فرزاد', 'دانلود آهنگ', 'آهنگ']",['maleSegment'],296
"['استخدام', 'مهندس', 'رشته']",['maleSegment'],408
"['ریال', 'تومان']",['femaleSegment'],274
['جنگ'],['femaleSegment'],848
"['رد', 'آهنگ']",['maleSegment'],189
"['کرج', 'دیدنی', 'کجارو']",['maleSegment'],626
"['بهرام', 'رضا', 'آهنگ رضا']","['sarmayegozari', 'femaleSegment']",461
"['استخدام', 'مهندس', 'رشته']",['maleSegment'],966
"['استخدام', 'مهندس', 'رشته']",['maleSegment'],0
"['دوربین', 'واقعی', 'نمایش', 'نرم']",['maleSegment'],919
"['دانلود بازی', 'بازی']",['maleSegment'],962
"['زیبا', 'زندگی', 'جملات', 'متن']",['femaleSegment'],331
"['تولد', 'تولدت مبارک', 'تولدت', 'آهنگ', 'مبارک']",['femaleSegment'],190
"['منطقه', 'پست روزانه', 'روزانه دریافت', 'سایت پست', 'روزانه', 'پست']","['mazhabi', 'khanevadehvakhanedari']",599
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],196
"['محمد', 'همسرش', 'بیوگرافی']",['maleSegment'],754
"['آهنگ', 'دانلود آهنگ', 'آهنگ ایرانی', 'دانلود']",['femaleSegment'],883
"['ùˆø', 'øªù']","['maleSegment', 'technology']",914
"['حسین', 'محمد', 'دانلود مداحی', 'مداحی']",['maleSegment'],311
"['گوشی', 'آیفون', 'گام', 'آموزش']",['maleSegment'],55
"['صفحه اخبار', 'صفحه', 'اخبار']","['zibaievamode', 'mohajerat', 'khanevadehvakhanedari']",836
"['گوشی', 'آیفون', 'گام', 'آموزش']",['maleSegment'],356
"['نوت', 'پرو']",['maleSegment'],967
"['خورده', 'شب', 'برنامه']","['javan', 'maleSegment', 'technology']",85
"['سریال', 'پاک', 'باران', 'محمود']",['femaleSegment'],447
"['میثم', 'محمدی', 'آموزشی', 'دوره']","['sarmayegozari', 'femaleSegment']",329
"['هوای', 'مهدی']",['femaleSegment'],482
"['نفس', 'روح', 'دلم', 'قانون', 'الله']","['konkoor', 'femaleSegment']",637
"['چطور', 'قیمت']",['maleSegment'],927
"['دانلود', 'دانلود آهنگ', 'آهنگ', 'تکست', 'دانلود اهنگ', 'صدای']","['javan', 'moosighi']",425
"['پرسپولیس', 'بشار']",['maleSegment'],481
"['سر', 'شهر', 'دانلود آهنگ', 'آهنگ', 'دانلود']",['femaleSegment'],305
"['مال', 'امیر', 'دلم']",['femaleSegment'],989
"['سر', 'روز', 'کیفیت آنلاین', 'نکن']","['zibaievamode', 'salamat']",244
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],823
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],841
"['گیاه', 'رنگ']",['femaleSegment'],950
"['مراحل', 'مرحله', 'جواب', 'پاسخ']","['sarmayegozari', 'femaleSegment']",744
"['عربی', 'شاد']","['konkoor', 'khanevadehvakhanedari']",4
"['اهنگ', 'آنلاین اهنگ', 'کیفت']",['femaleSegment'],106
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],42
['شبکه'],['maleSegment'],187
"['اینترنت', 'راهنمای']",['maleSegment'],722
['آهنگ'],['femaleSegment'],123
"['تازه', 'وبلاگ']",['maleSegment'],573
"['ضربه', 'خودرو', 'ایمنی', 'گیر']",['salamat'],208
"['هافبک', 'متوجه', 'ارزشمند']","['javan', 'maleSegment', 'salamat', 'varzeshi']",593
"['دانلود', 'دانلود آهنگ', 'آهنگ', 'تکست', 'الان', 'دانلود اهنگ']",['femaleSegment'],404
"['کلیپ', 'غمگین', 'استوری']",['femaleSegment'],30
"['هوای', 'مهدی']",['femaleSegment'],743
"['قیمت', 'امامی', 'نمودار', 'بهار', 'آزادی']",['maleSegment'],539
"['پاک', 'خاک', 'پوست', 'اینترنتی', 'خرید']",['femaleSegment'],596
"['کتابخانه', 'دانلود کتاب', 'نامه', 'کتاب', 'تاریخ']",['maleSegment'],243
"['زیبا', 'عاشقانه', 'کوتاه', 'اشعار']",['femaleSegment'],164
"['کیا', 'بارداری']",['femaleSegment'],522
"['جنین', 'پسر', 'دختر']",['femaleSegment'],240
"['شاد', 'آهنگ شاد', 'عروسی']",['femaleSegment'],994
"['یار', 'مسعود', 'محلی', 'آهنگ']",['maleSegment'],710
"['نویسی', 'تمرین', 'استخدام', 'رقابت', 'جامعه', 'توسعه']","['maleSegment', 'varzeshi']",952
"['اعدام', 'دسترسی', 'روح', 'چالش']",['femaleSegment'],207
['پخت'],['maleSegment'],53
"['تیم', 'مدافع']","['javan', 'maleSegment', 'salamat', 'varzeshi']",207
"['هافبک', 'متوجه', 'ارزشمند']",['maleSegment'],952
"['پدر', 'شاد']",['femaleSegment'],145
"['طنز', 'سال', 'آهنگ']",['sarmayegozari'],755
"['ûœ', 'ûœø', 'ùˆø']",['maleSegment'],649
"['مهمترین اخبار', 'مهمترین', 'گذشته', 'ساعت', 'اخبار']",['maleSegment'],943
"['عیار', 'طلا']",['maleSegment'],314
"['درمان', 'تابستان']",['femaleSegment'],38
"['فرزاد', 'دانلود آهنگ', 'آهنگ']",['maleSegment'],274
['آهنگ'],['femaleSegment'],622
['خوبه'],"['koodakvanozad', 'femaleSegment']",461
"['گوشی سامسونگ', 'آموزش', 'سامسونگ', 'گوشی']",['maleSegment'],209
"['عیار', 'طلای']",['maleSegment'],449
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],663
"['کتابخانه', 'دانلود کتاب', 'نامه', 'کتاب', 'تاریخ']",['maleSegment'],193
"['سند', 'ملک', 'آپارتمان', 'هزینه', 'محاسبه']",['maleSegment'],142
"['عروس', 'افشار']",['femaleSegment'],383
"['طعم', 'خوشمزه', 'مرحله', 'خوش', 'طرز']",['femaleSegment'],930
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],324
"['شاد', 'اهنگ', 'دانلود اهنگ']",['maleSegment'],619
['آهنگ'],['femaleSegment'],476
"['روز', 'عزیزم', 'ابری']","['javan', 'zibaievamode', 'moosighi', 'salamat']",503
"['دوبله فارسی', 'دوبله', 'ساعت', 'دانلود فیلم', 'فارسی']",['maleSegment'],753
"['اشعار', 'برترین', 'عاشقانه']",['femaleSegment'],695
"['ùˆø', 'ùˆ']",['maleSegment'],338
['آهنگ'],['femaleSegment'],616
"['تهران', 'موزیک', 'متن']",['femaleSegment'],421
"['راحت', 'آهنگ']",['maleSegment'],755
['خرید'],['maleSegment'],50
"['عیار', 'طلا']",['maleSegment'],50
"['دروغ', 'بگید', 'خبر']",['femaleSegment'],520
"['بند', 'دلم']",['maleSegment'],75
"['ûœ', 'ûœø', 'ùˆø']",['maleSegment'],614
"['نوت', 'پرو']",['maleSegment'],212
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],295
"['اینترنت', 'راهنمای']",['maleSegment'],184
"['علی', 'دانلود', 'دانلود آهنگ', 'آهنگ', 'تکست', 'دانلود اهنگ']","['javan', 'moosighi']",639
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],330
"['حافظه', 'پوشش', 'ویندوز', 'نصب', 'آسیب']",['maleSegment'],372
"['آهنگ محسن', 'ابراهیم', 'محسن']",['femaleSegment'],806
"['جریمه', 'معلم', 'بد']",['femaleSegment'],265
"['تازه', 'وبلاگ']",['maleSegment'],137
"['فرزاد', 'دانلود آهنگ', 'آهنگ']",['maleSegment'],577
"['سند', 'انتقال', 'هزینه', 'محاسبه', 'خودرو']",['maleSegment'],650
"['رستوران', 'قدیمی']",['maleSegment'],876
['گوشی'],['femaleSegment'],951
"['داری', 'آهنگ']",['maleSegment'],267
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],378
"['تتلو', 'امیر', 'آهنگ', 'آهنگ امیر']",['femaleSegment'],271
['بند'],['maleSegment'],513
"['گوشی', 'فارسی', 'زبان']",['technology'],379
"['روح', 'غم', 'دل', 'الله']","['konkoor', 'femaleSegment']",269
"['اسم', 'معنی', 'معنی اسم', 'آبادیس']",['femaleSegment'],21
"['چطور', 'قیمت']",['maleSegment'],788
"['کنی', 'بند', 'فردا']","['mohajerat', 'javan', 'femaleSegment']",10
"['ماشین', 'آهنگ', 'مجموعه']","['zibaievamode', 'femaleSegment']",419
"['استان اصفهان', 'استان', 'اصفهان', 'نقشه']",['maleSegment'],516
"['دانش آموزی', 'آموزی', 'سامانه', 'دانش', 'آدرس', 'ثبت']",['maleSegment'],388
"['قرمز', 'پوست']",['femaleSegment'],161
"['نوت', 'پرو']",['maleSegment'],190
"['شاد', 'رقص', 'آهنگ شاد']",['femaleSegment'],267
"['گلچین', 'دانلود', 'آهنگ قدیمی', 'قدیمی']",['femaleSegment'],625
"['دانش آموزی', 'آموزی', 'سامانه', 'دانش', 'آدرس', 'ثبت']",['maleSegment'],285
"['رمان', 'دانلود']",['femaleSegment'],582
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],940
"['طنز', 'سال', 'آهنگ']",['sarmayegozari'],18
"['ویدیو', 'ببرید', 'منبع', 'کانال']",['maleSegment'],10
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],61
"['لیگ برتر', 'برتر', 'لیگ']",['khanevadehvakhanedari'],214
"['گوشی', 'فارسی', 'زبان']",['technology'],440
"['خواب', 'فرش']",['femaleSegment'],801
['گلکسی سامسونگ'],['femaleSegment'],536
"['نوت', 'پرو']","['zibaievamode', 'femaleSegment', 'salamat']",974
"['فال', 'کارت']",['femaleSegment'],121
"['مقدم', 'دعا', 'جواد', 'دانلود مداحی']",['femaleSegment'],265
"['باران', 'محمدرضا', 'دانلود آهنگ', 'آهنگ']",['maleSegment'],198
"['فان', 'آهنگ']",['sarmayegozari'],348
"['قمار', 'حمید']",['maleSegment'],142
"['تعبیر خواب', 'تعبیر', 'متن']",['femaleSegment'],816
"['کاربرد', 'ترکیب', 'مسکن', 'عنوان']","['javan', 'moosighi']",796
"['دوز', 'تحویل', 'وزارت بهداشت', 'بهداشت']","['maleSegment', 'khanevadehvakhanedari', 'salamat']",572
"['فان', 'آهنگ']",['sarmayegozari'],625
"['زمانی', 'یوسف']",['femaleSegment'],765
"['شهادت', 'امام', 'برنامه', 'هیات']","['koodakvanozad', 'khanevadehvakhanedari']",218
"['چرخ', 'گوشت', 'غذا']",['femaleSegment'],577
"['ریمیکس', 'علی', 'دانلود ریمیکس', 'صوتی']","['zibaievamode', 'salamat']",360
"['مرحله', 'جام', 'تیم']",['maleSegment'],715
"['تتلو', 'امیر', 'آهنگ', 'آهنگ امیر']",['femaleSegment'],78
"['تخت', 'عکس', 'بیمارستان']",['maleSegment'],969
"['ریمیکس', 'دانلود ریمیکس', 'ایرانی']",['konkoor'],753
['آهنگ'],"['maleSegment', 'khanevadehvakhanedari']",286
"['دیجیتال', 'لحظه']",['maleSegment'],139
"['ویتامین', 'رد']",['femaleSegment'],652
"['پایان', 'متن']",['femaleSegment'],376
"['کودکانه', 'ماشین', 'کلیپ']",['koodakvanozad'],456
"['آهنگ', 'دانلود آهنگ', 'آهنگ ایرانی', 'دانلود']",['femaleSegment'],849
"['شب', 'شور']",['femaleSegment'],32
"['آهنگ شاد', 'شاد', 'عروسی']",['khanevadehvakhanedari'],738
['ورزش'],['maleSegment'],581
"['علی', 'آهنگ علی']",['femaleSegment'],771
"['لحظه', 'تومان', 'دلار']","['sarmayegozari', 'maleSegment']",482
"['ابراهیم', 'ترکی', 'دانلود اهنگ']",['femaleSegment'],287
"['خبر', 'آورده']",['femaleSegment'],94
['گرم'],['femaleSegment'],41
"['مردان', 'رساند', 'ایمنا', 'بیشترین']",['femaleSegment'],826
"['نی', 'تبادل نظرهای', 'نظرهای', 'تبادل', 'نی سایت', 'نی نی']",['femaleSegment'],908
"['بیت', 'خواهیم', 'قیمت']","['sarmayegozari', 'maleSegment']",413
"['سنی', 'صدا', 'صوتی']","['salamat', 'laghari']",135
"['آهنگ', 'دانلود آهنگ', 'آهنگ ایرانی', 'دانلود']",['femaleSegment'],597
"['شهادت', 'امام', 'برنامه', 'هیات']","['koodakvanozad', 'khanevadehvakhanedari']",438
"['روزگار', 'محمدرضا', 'دانلود آهنگ', 'آهنگ']",['maleSegment'],170
"['تتلو', 'امیر', 'دانلود']",['femaleSegment'],420
"['بازی', 'تفریح', 'شادی', 'کودکانه', 'دیدنی']",['koodakvanozad'],767
"['پرسپولیس', 'بشار']",['maleSegment'],862
"['علی', 'دانلود', 'دانلود آهنگ', 'آهنگ', 'تکست', 'دانلود اهنگ']","['javan', 'moosighi']",935
"['طالع', 'بینی', 'فال']",['femaleSegment'],322
"['دوبله فارسی', 'دوبله', 'ساعت', 'دانلود فیلم', 'فارسی']",['maleSegment'],391
"['طلا', 'قیمت']",['maleSegment'],838
"['نوت', 'پرو']",['maleSegment'],370
"['دلم', 'دنیا']",['maleSegment'],43
"['کدوم', 'مجید', 'آهنگ']","['javan', 'zibaievamode', 'moosighi', 'salamat']",687
"['علی', 'آهنگ علی']",['femaleSegment'],270
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],771
"['خواب', 'تعبیر', 'تعبیر خواب', 'معنای']",['femaleSegment'],855
"['روزنامه', 'ورزشی', 'امروز']",['maleSegment'],478
['آمریکایی'],"['salamat', 'laghari']",42
"['افشار', 'عشق', 'اهنگ']",['femaleSegment'],171
['نیوز'],['femaleSegment'],616
['مبارک'],['femaleSegment'],128
"['دیجیتال', 'لحظه']",['maleSegment'],960
"['بابک', 'آهنگ']",['femaleSegment'],912
"['هافبک', 'متوجه', 'ارزشمند']","['javan', 'maleSegment', 'salamat', 'varzeshi']",718
"['ûœø', 'ùˆø', 'ûœ']",['maleSegment'],238
"['مهر', 'مجری', 'همسرش']",['zibaievamode'],114
"['ماشین', 'آهنگ', 'مجموعه']","['zibaievamode', 'femaleSegment']",144
"['سریال', 'دانلود سریال', 'دانلود']",['maleSegment'],534
"['کردی', 'ترکی', 'مختلف']","['zibaievamode', 'salamat']",580
"['بگید', 'بقیه', 'تک', 'سلام', 'دوست']",['femaleSegment'],15
['ورزش'],['maleSegment'],143
"['تولد', 'تولدت مبارک', 'تولدت', 'آهنگ', 'مبارک']",['femaleSegment'],153
"['ماجرای', 'تفریح']",['koodakvanozad'],564
"['ویدیو', 'ببرید', 'منبع', 'کانال']",['maleSegment'],956
"['دلم', 'دنیا']",['maleSegment'],155
['گلکسی سامسونگ'],['femaleSegment'],327
"['ماشین', 'پلیس', 'نشانی', 'آتش', 'بازی']",['koodakvanozad'],165
"['مردان', 'رساند', 'ایمنا', 'بیشترین']",['femaleSegment'],287
"['شاد', 'آهنگ شاد']",['khanevadehvakhanedari'],934
"['دانش آموزی', 'آموزی', 'سامانه', 'دانش', 'آدرس', 'ثبت']",['javan'],205
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],736
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],991
"['جاده', 'قابلیت', 'نقشه']",['maleSegment'],680
"['امین', 'محمدرضا', 'فال']",['maleSegment'],907
"['دعا', 'نوحه']",['femaleSegment'],33
"['نوت', 'پرو']","['zibaievamode', 'femaleSegment', 'salamat']",443
"['بیت', 'لحظه', 'تومان', 'دلار']",['maleSegment'],725
"['خانوادگی', 'بیوگرافی', 'ازدواج']",['zibaievamode'],80
['حمید'],['femaleSegment'],14
"['واریز', 'سهام عدالت', 'سود', 'عدالت', 'سهام']",['femaleSegment'],213
"['درمانی', 'گل', 'آهنگ']","['salamat', 'laghari']",505
"['محسن', 'کادر', 'فیلم', 'نقد']",['maleSegment'],277
"['زایمان', 'طبیعی']",['femaleSegment'],970
"['اینترنتی', 'خرید', 'فروشگاه اینترنتی', 'خرید اینترنتی']",['femaleSegment'],542
"['دانلود فیلم', 'فیلم', 'دوبله فارسی', 'دوبله']",['maleSegment'],971
"['هستی', 'منتظر', 'واقعی', 'دیگه']",['femaleSegment'],878
"['محسن', 'آهنگ', 'دانلود']",['maleSegment'],810
"['دیجیتال', 'لحظه']",['maleSegment'],174
"['دانلود ریمیکس', 'ریمیکس', 'امید']","['zibaievamode', 'femaleSegment', 'salamat', 'laghari']",61
"['آهنگ', 'دانلود آهنگ']","['zibaievamode', 'salamat']",484
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],113
"['مو', 'بینید', 'مردانه', 'اوقات']",['maleSegment'],600
"['دلم', 'دنیا']",['maleSegment'],662
"['آهنگ محسن', 'ابراهیم', 'محسن']",['femaleSegment'],244
"['سهام عدالت', 'عدالت', 'سهام', 'واریز']",['femaleSegment'],541
"['کوچه', 'آرش', 'آهنگ قدیمی']",['konkoor'],349
"['ماشین', 'آهنگ', 'مجموعه']","['zibaievamode', 'femaleSegment']",325
"['بانک', 'میلیونی', 'وام', 'مهر', 'درصد']","['javan', 'maleSegment']",62
"['حافظ', 'عاشقانه']",['femaleSegment'],448
"['آهنگ', 'دانلود آهنگ']","['zibaievamode', 'salamat']",165
"['احسان', 'تولد']",['femaleSegment'],410
"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'maleSegment']",652
"['دیجیتال', 'حساب', 'محاسبه', 'ماشین']",['maleSegment'],444
['آهنگ'],"['zibaievamode', 'salamat']",734
"['سهام عدالت', 'عدالت', 'سهام', 'واریز']",['femaleSegment'],936
"['فان', 'آهنگ']",['sarmayegozari'],777
"['محمدرضا', 'دانلود آهنگ', 'آهنگ', 'دانلود']",['maleSegment'],851
"['قمار', 'حمید']",['maleSegment'],580
['حمید'],['femaleSegment'],568
['فرزاد'],['femaleSegment'],610
"['بیست', 'محسن', 'آهنگ محسن', 'هزار']",['femaleSegment'],772
"['استان اصفهان', 'استان', 'اصفهان', 'نقشه']",['maleSegment'],753
"['شب', 'سعید']",['femaleSegment'],632
"['دوز', 'تحویل', 'وزارت بهداشت', 'بهداشت']","['maleSegment', 'khanevadehvakhanedari', 'salamat']",618
"['جعبه', 'ترانه']",['femaleSegment'],201
"['زمانی', 'یوسف']",['femaleSegment'],516
"['قد', 'رابطه', 'سن', 'بیوگرافی', 'وضعیت']",['femaleSegment'],4
"['تتلو', 'بازی', 'امیر']","['zibaievamode', 'salamat']",261
"['گوشت', 'ترکیب', 'چرخ']",['femaleSegment'],77
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],468
"['رفیق', 'اون']",['femaleSegment'],129
"['پوست', 'رابطه', 'ایجاد']",['femaleSegment'],205
"['عاشقانه', 'مرور', 'فیلم']",['femaleSegment'],654
"['جاده', 'قابلیت', 'نقشه']",['maleSegment'],918
"['آتش', 'ذکر', 'واقعی', 'انسان', 'جان']","['maleSegment', 'technology']",53
['عروسی'],"['javan', 'femaleSegment']",785
"['حملات', 'فواید', 'دارو', 'تجاری', 'قرص', 'عوارض']",['maleSegment'],653
"['پدر', 'تسلیت']",['femaleSegment'],483
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],591
"['نی', 'تبادل']",['koodakvanozad'],685
"['قربانی', 'پروانه', 'علیرضا']",['maleSegment'],67
"['دلار', 'نمودار', 'تحلیل']",['maleSegment'],420
['الله'],"['salamat', 'laghari']",208
"['سبک زندگی', 'سبک', 'زندگی']",['femaleSegment'],73
"['ایمان', 'کافه']",['maleSegment'],180
"['تتلو', 'امیر', 'آهنگ', 'آهنگ امیر']",['femaleSegment'],905
"['اخبار روز', 'روز', 'اخبار', 'پربیننده اخبار']",['varzeshi'],504
['مبارک'],['femaleSegment'],800
"['غذا', 'توانید', 'برنج']",['femaleSegment'],491
"['دیجیتال', 'لحظه']",['maleSegment'],392
"['خورد', 'عروسی', 'زد', 'سر']",['salamat'],916
"['عمر', 'میزان']",['femaleSegment'],124
"['قدیم', 'سینه', 'بیا']",['femaleSegment'],621
['زندانی'],['femaleSegment'],869
"['ماشین', 'سواری', 'کامپیوتر', 'دانلود بازی']",['maleSegment'],22
"['دانش آموزی', 'آموزی', 'سامانه', 'دانش', 'آدرس', 'ثبت']",['javan'],769
"['تست', 'آنلاین']",['femaleSegment'],993
"['بیمه', 'تأمین', 'بازنشستگان', 'میزان']",['maleSegment'],812
"['بیت', 'لحظه', 'تومان', 'دلار']",['maleSegment'],346
"['تولد', 'تولدت مبارک', 'تولدت', 'آهنگ', 'مبارک']",['femaleSegment'],389
"['قلب', 'گل', 'راد', 'دانلود آهنگ']",['femaleSegment'],734
"['تتلو', 'بازی', 'امیر']",['sarmayegozari'],343
"['میشم', 'صوتی']","['zibaievamode', 'salamat']",317
"['دانلود نرم', 'قرآن', 'پارس']",['sarmayegozari'],25
"['قلبم', 'دانلود آهنگ']",['femaleSegment'],278
"['قلبم', 'آهنگ', 'سارا']",['femaleSegment'],801
['متن'],['femaleSegment'],697
['جم'],['femaleSegment'],470
"['واریز', 'سهام عدالت', 'سود', 'عدالت', 'سهام']",['femaleSegment'],424
"['آتش', 'ذکر', 'واقعی', 'انسان', 'جان']","['maleSegment', 'technology']",295
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],528
"['علیرضا', 'مهاجرت', 'همسرش', 'بیوگرافی']",['koodakvanozad'],573
"['حقوق', 'بازنشستگان']",['maleSegment'],68
"['پرو شیائومی', 'ردمی نوت']",['maleSegment'],622
"['سامانه', 'لینک', 'آموزش']",['femaleSegment'],658
['گوشی'],"['maleSegment', 'technology']",875
"['بیماری', 'مغز', 'خطرناک', 'علائم', 'دید']",['femaleSegment'],75
"['بازگشایی', 'رود', 'پایان', 'هفته', 'دقیق', 'زمان']",['maleSegment'],381
"['مسعود', 'شب', 'آهنگ']",['femaleSegment'],946
"['آهنگ', 'زندگی', 'دانلود']","['maleSegment', 'khanevadehvakhanedari']",217
"['آهنگ', 'دانلود', 'دانلود آهنگ', 'کیفیت همراه']",['femaleSegment'],909
"['دوبله فارسی', 'دوبله', 'دانلود فیلم', 'فارسی', 'فیلم']",['maleSegment'],608
"['خورد', 'عروسی', 'زد', 'سر']",['salamat'],466
"['تصمیم', 'مانع', 'پستی', 'اینستاگرامش', 'روزی']",['femaleSegment'],900
"['اف', 'اندروید', 'واتساپ', 'فارسی']",['femaleSegment'],57
"['دانلود ریمیکس', 'ال', 'ریمیکس', 'جی']","['zibaievamode', 'femaleSegment']",945
"['بیماری', 'مغز', 'خطرناک', 'علائم', 'دید']",['femaleSegment'],328
"['میزاره', 'تنگ', 'دلم', 'زندگی']",['sarmayegozari'],437
"['امین', 'محمدرضا', 'فال']",['maleSegment'],185
"['نمایندگی', 'پارس', 'خودرو']",['maleSegment'],773
"['مطالب', 'بیوگرافی', 'محمدرضا']",['koodakvanozad'],240
"['زبان', 'اروپایی', 'هند']","['maleSegment', 'khanevadehvakhanedari']",926
"['صدای', 'آبی']",['mohajerat'],576
"['قلبم', 'اون']",['femaleSegment'],651
"['فرزاد', 'دانلود آهنگ', 'آهنگ']",['maleSegment'],543
"['آهنگ', 'موزیک', 'کیفیت']",['femaleSegment'],363
"['محسن', 'کادر', 'فیلم', 'نقد']",['maleSegment'],48
"['لحظه', 'تومان', 'دلار']",['maleSegment'],630
"['عباس', 'اهنگ', 'آنلاین اهنگ', 'کیفت']",['femaleSegment'],983
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],570
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],850
"['دیجیتال', 'حساب', 'محاسبه', 'ماشین']",['maleSegment'],965
"['دانلود آهنگ', 'آهنگ', 'دانلود', 'کیفیت اصلی', 'منتظر']",['femaleSegment'],323
"['مشاوره', 'رفع', 'رایگان']",['maleSegment'],550
"['دیجیتال', 'لحظه']",['maleSegment'],660
"['قلب', 'گل', 'راد', 'دانلود آهنگ']",['femaleSegment'],632
"['گوشت', 'ترکیب', 'چرخ']",['femaleSegment'],745
"['مهمترین اخبار', 'مهمترین', 'گذشته', 'ساعت', 'اخبار']",['maleSegment'],929
"['قرآن', 'کریم']",['sarmayegozari'],130
"['دستور', 'آهنگ', 'دانلود آهنگ']",['femaleSegment'],429
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],298
['ترکی'],['sarmayegozari'],14
"['الهی', 'پدر', 'نفس', 'گاهی']",['femaleSegment'],702
"['آهنگ', 'ایرانی']",['maleSegment'],316
"['لحظه', 'تومان', 'دلار']",['maleSegment'],83
"['موبو', 'لینک دانلود', 'لینک', 'فیلم']",['femaleSegment'],493
"['شبانه', 'ریمیکس', 'دورهمی', 'آور']","['zibaievamode', 'femaleSegment']",104
"['مکان', 'فاصله', 'وضعیت']",['maleSegment'],687
"['لحظه', 'تومان', 'دلار']",['maleSegment'],632
"['امین', 'آهنگ']","['zibaievamode', 'salamat']",808
"['تولد', 'تولدت مبارک', 'تولدت', 'آهنگ', 'مبارک']",['femaleSegment'],40
"['احمد', 'نژاد', 'آیت']",['maleSegment'],468
"['ایرانی', 'آهنگ ایرانی', 'آهنگ']","['zibaievamode', 'salamat']",41
"['آهنگ', 'آهنگ غمگین', 'دانلود آهنگ', 'غمگین']","['javan', 'moosighi']",515
"['احسان', 'تولد']",['femaleSegment'],737
"['هادی', 'استقلال']",['maleSegment'],201
"['اهنگ', 'ترکی', 'مال', 'ریمیکس']",['zibaievamode'],704
"['پرو شیائومی', 'ردمی نوت']",['maleSegment'],256
"['لحظه', 'تومان', 'دلار']",['maleSegment'],451
"['تولد', 'تولدت مبارک', 'تولدت', 'آهنگ', 'مبارک']",['femaleSegment'],443
"['بابک', 'تماشای', 'استقبال', 'زنجیره']",['femaleSegment'],543
"['ریمیکس', 'دانلود ریمیکس', 'مسعود']",['femaleSegment'],346
"['اهنگ', 'ترکی', 'مال', 'ریمیکس']",['zibaievamode'],148
